iter	Passed	Remaining
1675	11237	55812
1676	11244	55806
1677	11252	55804
1678	11259	55800
1679	11266	55796
1680	11274	55793
1681	11281	55790
1682	11288	55783
1683	11294	55777
1684	11301	55770
1685	11308	55764
1686	11315	55760
1687	11322	55755
1688	11329	55750
1689	11336	55745
1690	11344	55743
1691	11352	55740
1692	11359	55739
1693	11368	55740
1694	11375	55734
1695	11382	55729
1696	11388	55722
1697	11395	55717
1698	11402	55712
1699	11410	55708
1700	11417	55704
1701	11425	55705
1702	11432	55699
1703	11439	55695
1704	11446	55690
1705	11453	55684
1706	11461	55683
1707	11470	55684
1708	11477	55679
1709	11483	55673
1710	11490	55666
1711	11497	55660
1712	11504	55655
1713	11512	55652
1714	11519	55647
1715	11526	55646
1716	11534	55643
1717	11541	55637
1718	11549	55636
1719	11556	55632
1720	11564	55631
1721	11571	55625
1722	11577	55617
1723	11584	55611
1724	11591	55607
1725	11598	55601
1726	11605	55595
1727	11613	55594
1728	11622	55598
1729	11630	55598
1730	11638	55596
1731	11646	55596
1732	11653	55590
1733	11660	55587
1734	11668	55584
1735	11676	55584
1736	11683	55580
1737	11694	55592
1738	11701	55588
1739	11708	55580
1740	11715	55574
1741	11723	55573
1742	11730	55569
1743	11738	55570
1744	11746	55567
1745	11753	55563
1746	11761	55560
1747	11768	55555
1748	11774	55546
1749	11782	55548
1750	11789	55541
1751	11797	55541
1752	11804	55533
1753	11811	55529
1754	11818	55524
1755	11826	55524
1756	11833	55517
1757	11841	55514
1758	11850	55520
1759	11858	55518
1760	11866	55516
1761	11873	55512
1762	11880	55506
1763	11887	55503
1764	11894	55498
1765	11902	55497
1766	11910	55496
1767	11917	55489
1768	11924	55484
1769	11932	55480
1770	11940	55481
1771	11947	55477
1772	11955	55474
1773	11962	55470
1774	11970	55468
1775	11978	55468
1776	11985	55460
1777	11992	55456
1778	12000	55454
1779	12006	55447
1780	12013	55441
1781	12020	55434
1782	12027	55428
1783	12034	55423
1784	12041	55417
1785	12048	55412
1786	12056	55410
1787	12064	55410
1788	12071	55405
1789	12078	55398
1790	12085	55394
1791	12092	55388
1792	12100	55385
1793	12107	55380
1794	12114	55374
1795	12121	55371
1796	12129	55367
1797	12135	55360
1798	12143	55357
1799	12150	55350
1800	12157	55345
1801	12165	55345
1802	12172	55338
1803	12179	55334
1804	12187	55332
1805	12194	55329
1806	12201	55323
1807	12208	55318
1808	12216	55314
1809	12223	55309
1810	12230	55303
1811	12236	55295
1812	12244	55291
1813	12250	55283
1814	12257	55278
1815	12265	55275
1816	12272	55269
1817	12280	55269
1818	12287	55265
1819	12294	55257
1820	12301	55251
1821	12307	55243
1822	12315	55239
1823	12322	55234
1824	12330	55232
1825	12336	55223
1826	12344	55221
1827	12351	55219
1828	12359	55214
1829	12367	55214
1830	12374	55208
1831	12381	55204
1832	12388	55199
1833	12396	55194
1834	12403	55190
1835	12410	55185
1836	12417	55180
1837	12424	55175
1838	12433	55174
1839	12440	55170
1840	12447	55165
1841	12454	55158
1842	12462	55158
1843	12469	55151
1844	12476	55146
1845	12484	55144
1846	12491	55141
1847	12498	55131
1848	12504	55124
1849	12511	55120
1850	12518	55114
1851	12525	55106
1852	12532	55100
1853	12539	55093
1854	12547	55092
1855	12553	55084
1856	12560	55078
1857	12568	55075
1858	12575	55071
1859	12582	55063
1860	12588	55057
1861	12596	55053
1862	12605	55056
1863	12613	55053
1864	12621	55052
1865	12628	55047
1866	12636	55046
1867	12644	55046
1868	12653	55047
1869	12660	55040
1870	12666	55034
1871	12674	55030
1872	12681	55026
1873	12689	55023
1874	12696	55016
1875	12703	55011
1876	12710	55005
1877	12717	54999
1878	12725	54997
1879	12732	54994
1880	12741	54997
1881	12748	54992
1882	12755	54985
1883	12762	54978
1884	12769	54974
1885	12776	54965
1886	12783	54960
1887	12791	54959
1888	12798	54953
1889	12806	54950
1890	12813	54947
1891	12823	54955
1892	12831	54952
1893	12838	54946
1894	12845	54940
1895	12852	54934
1896	12860	54934
1897	12868	54931
1898	12875	54925
1899	12882	54922
1900	12890	54919
1901	12897	54912
1902	12905	54909
1903	12912	54905
1904	12921	54906
1905	12928	54902
1906	12936	54899
1907	12944	54897
1908	12951	54892
1909	12958	54885
1910	12965	54880
1911	12972	54875
1912	12979	54870
1913	12986	54864
1914	12994	54860
1915	13001	54854
1916	13008	54850
1917	13016	54847
1918	13023	54844
1919	13031	54842
1920	13038	54835
1921	13046	54834
1922	13054	54830
1923	13061	54825
1924	13068	54821
1925	13076	54816
1926	13083	54813
1927	13090	54805
1928	13097	54799
1929	13104	54795
1930	13111	54789
1931	13118	54782
1932	13126	54779
1933	13133	54775
1934	13140	54768
1935	13146	54760
1936	13154	54755
1937	13161	54752
1938	13169	54750
1939	13176	54745
1940	13184	54739
1941	13191	54736
1942	13198	54730
1943	13206	54726
1944	13214	54724
1945	13221	54718
1946	13227	54712
1947	13235	54709
1948	13243	54707
1949	13251	54704
1950	13259	54702
1951	13267	54699
1952	13274	54696
1953	13281	54687
1954	13287	54680
1955	13295	54677
1956	13302	54671
1957	13310	54668
1958	13317	54663
1959	13324	54657
1960	13331	54653
1961	13339	54647
1962	13347	54647
1963	13354	54642
1964	13361	54637
1965	13369	54635
1966	13376	54628
1967	13383	54622
1968	13391	54620
1969	13398	54614
1970	13406	54611
1971	13413	54606
1972	13420	54598
1973	13428	54597
1974	13434	54589
1975	13442	54584
1976	13449	54581
1977	13458	54581
1978	13464	54573
1979	13472	54568
1980	13479	54564
1981	13486	54556
1982	13493	54552
1983	13499	54542
1984	13505	54534
1985	13513	54530
1986	13520	54525
1987	13528	54521
1988	13535	54515
1989	13542	54508
1990	13549	54503
1991	13557	54501
1992	13564	54497
1993	13571	54490
1994	13578	54484
1995	13586	54483
1996	13595	54483
1997	13602	54479
1998	13609	54472
1999	13616	54464
2000	13623	54461
2001	13630	54454
2002	13637	54448
2003	13645	54446
2004	13652	54439
2005	13659	54435
2006	13667	54430
2007	13674	54426
2008	13681	54421
2009	13690	54420
2010	13698	54420
2011	13705	54414
2012	13713	54410
2013	13720	54405
2014	13728	54401
2015	13735	54396
2016	13742	54392
2017	13751	54391
2018	13758	54385
2019	13765	54379
2020	13772	54373
2021	13778	54365
2022	13791	54380
2023	13797	54372
2024	13804	54366
2025	13812	54362
2026	13819	54359
2027	13828	54357
2028	13835	54352
2029	13842	54348
2030	13850	54343
2031	13857	54340
2032	13865	54335
2033	13872	54329
2034	13879	54322
2035	13887	54320
2036	13894	54316
2037	13901	54310
2038	13909	54308
2039	13916	54301
2040	13923	54294
2041	13930	54290
2042	13937	54282
2043	13944	54276
2044	13951	54269
2045	13959	54267
2046	13965	54260
2047	13974	54258
2048	13981	54254
2049	13989	54251
2050	13997	54248
2051	14005	54245
2052	14012	54239
2053	14019	54234
2054	14026	54229
2055	14034	54228
2056	14043	54226
2057	14051	54227
2058	14061	54231
2059	14069	54229
2060	14076	54222
2061	14084	54220
2062	14092	54216
2063	14099	54213
2064	14107	54210
2065	14114	54204
2066	14121	54198
2067	14129	54195
2068	14137	54192
2069	14144	54187
2070	14152	54183
2071	14159	54178
2072	14166	54171
2073	14173	54165
2074	14180	54160
2075	14188	54157
2076	14195	54152
2077	14202	54144
2078	14210	54140
2079	14216	54133
2080	14223	54126
2081	14231	54122
2082	14239	54119
2083	14246	54115
2084	14253	54109
2085	14261	54106
2086	14269	54103
2087	14276	54098
2088	14284	54094
2089	14291	54088
2090	14299	54086
2091	14307	54082
2092	14314	54078
2093	14321	54070
2094	14327	54062
2095	14335	54060
2096	14342	54053
2097	14350	54049
2098	14357	54045
2099	14365	54039
2100	14372	54035
2101	14380	54032
2102	14388	54030
2103	14395	54025
2104	14403	54020
2105	14410	54015
2106	14417	54009
2107	14425	54008
2108	14432	54001
2109	14440	53996
2110	14447	53992
2111	14455	53988
2112	14462	53982
2113	14469	53976
2114	14477	53973
2115	14485	53971
2116	14493	53968
2117	14500	53960
2118	14508	53959
2119	14515	53954
2120	14522	53947
2121	14529	53940
2122	14536	53936
2123	14543	53927
2124	14550	53924
2125	14557	53917
2126	14566	53915
2127	14573	53911
2128	14581	53910
2129	14590	53910
2130	14598	53905
2131	14605	53899
2132	14612	53894
2133	14620	53892
2134	14627	53884
2135	14635	53881
2136	14641	53874
2137	14650	53873
2138	14658	53870
2139	14665	53865
2140	14673	53863
2141	14681	53858
2142	14688	53851
2143	14696	53848
2144	14702	53840
2145	14709	53833
2146	14716	53827
2147	14723	53822
2148	14730	53816
2149	14738	53812
2150	14745	53807
2151	14755	53809
2152	14762	53806
2153	14771	53806
2154	14779	53801
2155	14787	53798
2156	14794	53793
2157	14801	53789
2158	14808	53782
2159	14816	53778
2160	14826	53781
2161	14833	53776
2162	14841	53772
2163	14848	53767
2164	14855	53761
2165	14862	53756
2166	14870	53751
2167	14877	53745
2168	14885	53741
2169	14892	53735
2170	14899	53731
2171	14907	53726
2172	14915	53724
2173	14922	53719
2174	14929	53712
2175	14937	53707
2176	14945	53704
2177	14952	53699
2178	14960	53697
2179	14967	53691
2180	14974	53685
2181	14981	53679
2182	14989	53673
2183	14996	53667
2184	15003	53663
2185	15011	53660
2186	15018	53653
2187	15027	53652
2188	15035	53650
2189	15043	53648
2190	15051	53643
2191	15058	53638
2192	15065	53633
2193	15073	53629
2194	15081	53626
2195	15089	53622
2196	15095	53615
2197	15103	53610
2198	15110	53605
2199	15118	53600
2200	15125	53594
2201	15133	53591
2202	15141	53588
2203	15148	53582
2204	15156	53578
2205	15163	53573
2206	15170	53569
2207	15177	53562
2208	15185	53558
2209	15193	53555
2210	15200	53550
2211	15208	53545
2212	15215	53541
2213	15223	53535
2214	15230	53531
2215	15238	53528
2216	15246	53524
2217	15253	53518
2218	15260	53513
2219	15268	53507
2220	15275	53502
2221	15283	53498
2222	15291	53494
2223	15299	53491
2224	15306	53486
2225	15313	53480
2226	15321	53476
2227	15328	53471
2228	15336	53467
2229	15343	53459
2230	15349	53453
2231	15356	53446
2232	15365	53444
2233	15373	53442
2234	15380	53437
2235	15388	53431
2236	15395	53427
2237	15403	53424
2238	15411	53420
2239	15418	53415
2240	15425	53409
2241	15432	53402
2242	15440	53397
2243	15447	53392
2244	15454	53384
2245	15462	53381
2246	15469	53376
2247	15476	53370
2248	15484	53366
2249	15492	53361
2250	15499	53357
2251	15507	53352
2252	15514	53347
2253	15522	53343
2254	15529	53338
2255	15537	53335
2256	15545	53330
2257	15552	53324
2258	15559	53319
2259	15567	53314
2260	15576	53314
2261	15583	53307
2262	15590	53302
2263	15597	53297
2264	15605	53291
2265	15612	53286
2266	15619	53280
2267	15627	53275
2268	15634	53271
2269	15641	53265
2270	15650	53262
2271	15657	53258
2272	15665	53253
2273	15673	53249
2274	15681	53246
2275	15689	53243
2276	15696	53240
2277	15704	53233
2278	15711	53229
2279	15718	53221
2280	15726	53219
2281	15735	53219
2282	15743	53215
2283	15750	53209
2284	15758	53205
2285	15766	53203
2286	15774	53200
2287	15781	53194
2288	15788	53188
2289	15795	53181
2290	15803	53176
2291	15810	53171
2292	15817	53165
2293	15825	53159
2294	15832	53153
2295	15839	53149
2296	15846	53142
2297	15855	53142
2298	15864	53141
2299	15872	53139
2300	15879	53132
2301	15886	53126
2302	15894	53120
2303	15901	53114
2304	15908	53109
2305	15915	53102
2306	15922	53096
2307	15930	53092
2308	15937	53085
2309	15944	53080
2310	15952	53076
2311	15960	53071
2312	15967	53067
2313	15975	53063
2314	15981	53054
2315	15988	53045
2316	15995	53041
2317	16002	53032
2318	16010	53028
2319	16016	53021
2320	16023	53014
2321	16030	53008
2322	16038	53002
2323	16045	52996
2324	16052	52989
2325	16059	52982
2326	16066	52978
2327	16073	52970
2328	16081	52967
2329	16089	52963
2330	16095	52953
2331	16102	52948
2332	16110	52942
2333	16118	52939
2334	16125	52934
2335	16133	52929
2336	16141	52926
2337	16148	52919
2338	16155	52913
2339	16163	52911
2340	16170	52905
2341	16179	52903
2342	16186	52898
2343	16193	52891
2344	16202	52892
2345	16213	52896
2346	16222	52896
2347	16231	52897
2348	16240	52897
2349	16249	52897
2350	16260	52902
2351	16272	52914
2352	16281	52914
2353	16290	52914
2354	16299	52913
2355	16308	52913
2356	16317	52914
2357	16327	52914
2358	16335	52913
2359	16345	52916
2360	16356	52921
2361	16372	52944
2362	16392	52979
2363	16405	52990
2364	16420	53010
2365	16431	53018
2366	16443	53026
2367	16451	53024
2368	16461	53025
2369	16470	53024
2370	16478	53021
2371	16487	53021
2372	16496	53021
2373	16504	53018
2374	16513	53016
2375	16522	53015
2376	16530	53012
2377	16538	53009
2378	16546	53006
2379	16555	53007
2380	16566	53010
2381	16577	53017
2382	16584	53011
2383	16593	53010
2384	16602	53008
2385	16611	53009
2386	16620	53007
2387	16630	53011
2388	16639	53009
2389	16649	53014
2390	16660	53018
2391	16667	53013
2392	16676	53012
2393	16685	53010
2394	16693	53009
2395	16702	53007
2396	16715	53019
2397	16725	53020
2398	16736	53028
2399	16744	53024
2400	16754	53027
2401	16762	53023
2402	16772	53025
2403	16780	53022
2404	16788	53018
2405	16797	53015
2406	16805	53015
2407	16815	53015
2408	16821	53007
2409	16829	53002
2410	16838	53001
2411	16847	53002
2412	16855	52997
2413	16863	52992
2414	16871	52989
2415	16879	52984
2416	16887	52980
2417	16894	52975
2418	16902	52971
2419	16912	52973
2420	16919	52967
2421	16927	52961
2422	16935	52960
2423	16943	52956
2424	16951	52951
2425	16958	52946
2426	16965	52938
2427	16973	52932
2428	16980	52927
2429	16987	52918
2430	16993	52910
2431	17001	52906
2432	17008	52897
2433	17015	52892
2434	17023	52889
2435	17030	52882
2436	17038	52876
2437	17045	52869
2438	17052	52863
2439	17059	52857
2440	17067	52851
2441	17073	52843
2442	17081	52839
2443	17088	52833
2444	17094	52823
2445	17102	52818
2446	17110	52814
2447	17117	52807
2448	17125	52802
2449	17132	52796
2450	17140	52790
2451	17148	52787
2452	17154	52779
2453	17162	52773
2454	17169	52766
2455	17180	52771
2456	17192	52781
2457	17202	52783
2458	17210	52779
2459	17218	52774
2460	17224	52765
2461	17231	52759
2462	17240	52756
2463	17247	52749
2464	17254	52743
2465	17261	52737
2466	17269	52733
2467	17275	52723
2468	17282	52716
2469	17289	52708
2470	17296	52701
2471	17304	52697
2472	17312	52693
2473	17319	52687
2474	17327	52682
2475	17335	52678
2476	17342	52672
2477	17349	52665
2478	17356	52658
2479	17363	52651
2480	17370	52644
2481	17378	52640
2482	17385	52633
2483	17393	52627
2484	17400	52620
2485	17406	52612
2486	17414	52606
2487	17421	52599
2488	17428	52594
2489	17436	52589
2490	17443	52581
2491	17450	52574
2492	17456	52564
2493	17462	52556
2494	17469	52549
2495	17476	52540
2496	17483	52533
2497	17490	52526
2498	17497	52521
2499	17504	52513
2500	17511	52507
2501	17518	52500
2502	17525	52492
2503	17531	52483
2504	17538	52475
2505	17545	52469
2506	17552	52461
2507	17559	52453
2508	17567	52449
2509	17575	52445
2510	17586	52452
2511	17626	52544
2512	17644	52568
2513	17665	52602
2514	17689	52645
2515	17701	52654
2516	17715	52666
2517	17724	52668
2518	17736	52672
2519	17746	52677
2520	17756	52679
2521	17765	52676
2522	17773	52671
2523	17779	52663
2524	17786	52655
2525	17793	52648
2526	17800	52639
2527	17807	52634
2528	17815	52628
2529	17822	52621
2530	17829	52614
2531	17836	52607
2532	17843	52599
2533	17850	52593
2534	17857	52586
2535	17865	52582
2536	17873	52576
2537	17882	52576
2538	17890	52571
2539	17897	52566
2540	17905	52561
2541	17913	52555
2542	17920	52548
2543	17927	52540
2544	17934	52535
2545	17941	52528
2546	17947	52517
2547	17953	52508
2548	17961	52502
2549	17970	52502
2550	17978	52496
2551	17985	52490
2552	17992	52484
2553	17999	52475
2554	18006	52468
2555	18012	52460
2556	18019	52452
2557	18026	52444
2558	18034	52440
2559	18040	52431
2560	18047	52424
2561	18055	52419
2562	18063	52413
2563	18070	52408
2564	18078	52403
2565	18085	52394
2566	18092	52388
2567	18099	52381
2568	18106	52375
2569	18114	52369
2570	18121	52363
2571	18130	52360
2572	18137	52355
2573	18147	52355
2574	18155	52351
2575	18161	52342
2576	18168	52335
2577	18176	52330
2578	18183	52322
2579	18191	52318
2580	18198	52312
2581	18206	52306
2582	18213	52299
2583	18220	52292
2584	18227	52285
2585	18235	52279
2586	18242	52274
2587	18250	52270
2588	18258	52264
2589	18266	52260
2590	18274	52255
2591	18282	52250
2592	18289	52244
2593	18297	52240
2594	18306	52238
2595	18314	52234
2596	18322	52229
2597	18330	52225
2598	18338	52222
2599	18346	52217
2600	18357	52220
2601	18366	52220
2602	18377	52223
2603	18386	52220
2604	18394	52218
2605	18404	52219
2606	18413	52218
2607	18424	52221
2608	18433	52219
2609	18441	52214
2610	18448	52209
2611	18458	52209
2612	18466	52203
2613	18473	52198
2614	18481	52194
2615	18491	52193
2616	18500	52193
2617	18511	52195
2618	18521	52197
2619	18529	52193
2620	18538	52191
2621	18547	52190
2622	18555	52185
2623	18563	52181
2624	18579	52199
2625	18595	52217
2626	18604	52216
2627	18614	52217
2628	18622	52212
2629	18633	52216
2630	18642	52214
2631	18651	52213
2632	18664	52223
2633	18674	52224
2634	18689	52237
2635	18697	52232
2636	18708	52238
2637	18717	52236
2638	18726	52234
2639	18738	52240
2640	18748	52240
2641	18757	52240
2642	18766	52238
2643	18774	52232
2644	18782	52228
2645	18789	52221
2646	18797	52217
2647	18805	52212
2648	18814	52209
2649	18822	52206
2650	18831	52204
2651	18839	52199
2652	18848	52197
2653	18858	52198
2654	18866	52194
2655	18875	52190
2656	18886	52195
2657	18900	52206
2658	18908	52203
2659	18916	52197
2660	18923	52190
2661	18930	52182
2662	18937	52175
2663	18944	52167
2664	18951	52161
2665	18959	52156
2666	18966	52149
2667	18973	52141
2668	18980	52133
2669	18987	52126
2670	18993	52116
2671	19000	52108
2672	19006	52099
2673	19014	52092
2674	19023	52092
2675	19035	52097
2676	19043	52094
2677	19052	52092
2678	19061	52089
2679	19069	52083
2680	19077	52081
2681	19087	52081
2682	19096	52078
2683	19104	52075
2684	19113	52073
2685	19128	52085
2686	19136	52083
2687	19146	52081
2688	19152	52073
2689	19162	52074
2690	19171	52072
2691	19181	52072
2692	19189	52066
2693	19196	52060
2694	19205	52058
2695	19215	52059
2696	19223	52053
2697	19232	52052
2698	19265	52113
2699	19299	52179
2700	19308	52179
2701	19317	52176
2702	19325	52172
2703	19335	52171
2704	19343	52166
2705	19351	52160
2706	19358	52154
2707	19366	52149
2708	19374	52145
2709	19382	52139
2710	19390	52134
2711	19397	52126
2712	19404	52120
2713	19413	52116
2714	19421	52112
2715	19429	52108
2716	19438	52105
2717	19448	52104
2718	19455	52099
2719	19463	52092
2720	19471	52087
2721	19478	52079
2722	19485	52072
2723	19492	52066
2724	19499	52059
2725	19509	52058
2726	19519	52058
2727	19526	52051
2728	19533	52042
2729	19540	52036
2730	19547	52029
2731	19554	52020
2732	19560	52010
2733	19568	52005
2734	19576	52000
2735	19583	51993
2736	19590	51985
2737	19597	51978
2738	19604	51971
2739	19611	51964
2740	19617	51953
2741	19625	51948
2742	19632	51940
2743	19638	51930
2744	19645	51923
2745	19656	51925
2746	19664	51920
2747	19671	51913
2748	19680	51909
2749	19688	51905
2750	19697	51904
2751	19706	51900
2752	19716	51900
2753	19730	51912
2754	19740	51913
2755	19754	51924
2756	19768	51935
2757	19784	51950
2758	19796	51956
2759	19813	51974
2760	19827	51985
2761	19841	51997
2762	19855	52006
2763	19867	52010
2764	19877	52012
2765	19888	52014
2766	19901	52023
2767	19912	52024
2768	19920	52021
2769	19928	52016
2770	19937	52013
2771	19947	52013
2772	19958	52017
2773	19968	52016
2774	19978	52016
2775	19987	52014
2776	19996	52010
2777	20006	52012
2778	20016	52011
2779	20025	52007
2780	20034	52006
2781	20044	52006
2782	20054	52006
2783	20066	52012
2784	20076	52010
2785	20087	52014
2786	20097	52014
2787	20107	52014
2788	20117	52014
2789	20126	52012
2790	20135	52009
2791	20143	52004
2792	20150	51995
2793	20157	51989
2794	20165	51983
2795	20175	51983
2796	20184	51979
2797	20193	51977
2798	20203	51978
2799	20210	51970
2800	20218	51965
2801	20225	51956
2802	20232	51948
2803	20239	51941
2804	20246	51934
2805	20254	51928
2806	20263	51926
2807	20271	51919
2808	20279	51914
2809	20285	51905
2810	20292	51898
2811	20300	51891
2812	20307	51884
2813	20317	51885
2814	20325	51878
2815	20332	51871
2816	20339	51863
2817	20346	51855
2818	20355	51852
2819	20363	51847
2820	20373	51847
2821	20381	51843
2822	20391	51843
2823	20401	51840
2824	20408	51835
2825	20417	51831
2826	20427	51830
2827	20435	51825
2828	20443	51819
2829	20451	51814
2830	20460	51811
2831	20467	51803
2832	20474	51797
2833	20481	51789
2834	20488	51782
2835	20495	51773
2836	20502	51765
2837	20509	51757
2838	20516	51749
2839	20523	51741
2840	20530	51735
2841	20537	51725
2842	20544	51718
2843	20550	51709
2844	20558	51704
2845	20566	51696
2846	20572	51688
2847	20579	51680
2848	20587	51674
2849	20593	51664
2850	20600	51657
2851	20606	51646
2852	20612	51636
2853	20619	51628
2854	20626	51620
2855	20632	51610
2856	20641	51607
2857	20650	51604
2858	20659	51601
2859	20669	51600
2860	20677	51596
2861	20687	51595
2862	20697	51594
2863	20706	51592
2864	20714	51587
2865	20721	51580
2866	20731	51580
2867	20739	51573
2868	20746	51566
2869	20753	51558
2870	20762	51554
2871	20770	51551
2872	20777	51542
2873	20784	51533
2874	20790	51524
2875	20798	51517
2876	20807	51516
2877	20815	51510
2878	20823	51504
2879	20829	51494
2880	20837	51490
2881	20846	51487
2882	20853	51479
2883	20861	51474
2884	20869	51467
2885	20876	51460
2886	20884	51454
2887	20891	51446
2888	20899	51442
2889	20907	51436
2890	20914	51428
2891	20920	51419
2892	20927	51410
2893	20933	51401
2894	20942	51397
2895	20948	51386
2896	20955	51378
2897	20961	51368
2898	20968	51362
2899	20976	51356
2900	20984	51349
2901	20990	51341
2902	20998	51335
2903	21005	51326
2904	21013	51321
2905	21020	51313
2906	21026	51304
2907	21035	51300
2908	21041	51291
2909	21049	51285
2910	21055	51274
2911	21062	51267
2912	21067	51254
2913	21073	51244
2914	21080	51236
2915	21087	51229
2916	21095	51223
2917	21103	51217
2918	21109	51208
2919	21118	51204
2920	21124	51194
2921	21131	51186
2922	21137	51176
2923	21144	51169
2924	21151	51160
2925	21158	51152
2926	21164	51142
2927	21171	51135
2928	21178	51127
2929	21185	51119
2930	21191	51109
2931	21198	51102
2932	21205	51094
2933	21212	51087
2934	21220	51080
2935	21226	51071
2936	21233	51064
2937	21241	51056
2938	21247	51048
2939	21254	51039
2940	21262	51033
2941	21270	51029
2942	21278	51022
2943	21285	51015
2944	21292	51007
2945	21299	51001
2946	21306	50993
2947	21314	50986
2948	21320	50977
2949	21327	50969
2950	21335	50963
2951	21342	50956
2952	21352	50954
2953	21360	50949
2954	21366	50940
2955	21374	50933
2956	21381	50927
2957	21389	50920
2958	21396	50914
2959	21404	50908
2960	21412	50901
2961	21419	50895
2962	21426	50887
2963	21434	50881
2964	21442	50875
2965	21449	50867
2966	21456	50861
2967	21464	50855
2968	21472	50849
2969	21479	50841
2970	21486	50834
2971	21493	50826
2972	21500	50818
2973	21508	50813
2974	21515	50805
2975	21522	50798
2976	21530	50791
2977	21536	50782
2978	21544	50777
2979	21553	50774
2980	21560	50766
2981	21567	50757
2982	21573	50746
2983	21581	50742
2984	21588	50734
2985	21594	50724
2986	21600	50715
2987	21607	50707
2988	21618	50707
2989	21625	50699
2990	21633	50694
2991	21639	50685
2992	21647	50678
2993	21653	50670
2994	21660	50661
2995	21667	50654
2996	21674	50646
2997	21681	50639
2998	21688	50630
2999	21695	50622
3000	21702	50616
3001	21709	50608
3002	21716	50600
3003	21723	50592
3004	21731	50585
3005	21739	50580
3006	21746	50572
3007	21752	50564
3008	21760	50557
3009	21767	50549
3010	21775	50543
3011	21782	50536
3012	21789	50528
3013	21796	50520
3014	21804	50515
3015	21812	50510
3016	21820	50504
3017	21828	50498
3018	21836	50493
3019	21842	50484
3020	21848	50473
3021	21855	50464
3022	21862	50458
3023	21871	50453
3024	21878	50447
3025	21886	50440
3026	21893	50433
3027	21899	50423
3028	21906	50415
3029	21912	50405
3030	21919	50397
3031	21925	50389
3032	21931	50379
3033	21939	50371
3034	21946	50365
3035	21954	50358
3036	21961	50351
3037	21969	50345
3038	21976	50338
3039	21983	50330
3040	21989	50321
3041	21997	50314
3042	22003	50305
3043	22010	50298
3044	22018	50291
3045	22025	50283
3046	22031	50274
3047	22037	50264
3048	22044	50257
3049	22051	50248
3050	22058	50240
3051	22064	50231
3052	22073	50227
3053	22080	50220
3054	22088	50214
3055	22101	50219
3056	22112	50220
3057	22126	50228
3058	22139	50236
3059	22152	50241
3060	22169	50255
3061	22181	50260
3062	22196	50269
3063	22209	50276
3064	22223	50283
3065	22237	50291
3066	22252	50301
3067	22261	50299
3068	22272	50299
3069	22280	50293
3070	22287	50286
3071	22295	50279
3072	22303	50274
3073	22311	50269
3074	22318	50263
3075	22326	50256
3076	22333	50248
3077	22340	50241
3078	22348	50235
3079	22356	50229
3080	22364	50223
3081	22370	50214
3082	22379	50211
3083	22387	50204
3084	22394	50196
3085	22401	50190
3086	22408	50182
3087	22415	50174
3088	22421	50164
3089	22429	50157
3090	22436	50149
3091	22443	50143
3092	22449	50131
3093	22457	50126
3094	22465	50120
3095	22472	50113
3096	22480	50107
3097	22486	50098
3098	22493	50090
3099	22504	50091
3100	22519	50100
3101	22531	50103
3102	22541	50103
3103	22558	50118
3104	22570	50119
3105	22580	50120
3106	22599	50137
3107	22611	50141
3108	22622	50143
3109	22634	50144
3110	22645	50146
3111	22656	50147
3112	22664	50141
3113	22673	50139
3114	22681	50133
3115	22689	50127
3116	22696	50117
3117	22703	50110
3118	22710	50102
3119	22716	50093
3120	22723	50084
3121	22731	50078
3122	22737	50069
3123	22744	50061
3124	22752	50054
3125	22760	50049
3126	22768	50044
3127	22776	50037
3128	22782	50028
3129	22788	50018
3130	22796	50011
3131	22803	50004
3132	22810	49995
3133	22817	49989
3134	22824	49980
3135	22830	49971
3136	22837	49963
3137	22844	49955
3138	22851	49946
3139	22857	49937
3140	22864	49929
3141	22872	49923
3142	22878	49912
3143	22885	49905
3144	22892	49897
3145	22901	49893
3146	22907	49884
3147	22915	49877
3148	22920	49867
3149	22927	49858
3150	22934	49849
3151	22941	49841
3152	22948	49834
3153	22956	49827
3154	22962	49819
3155	22969	49810
3156	22976	49803
3157	22983	49794
3158	22990	49788
3159	22998	49781
3160	23004	49772
3161	23011	49764
3162	23018	49755
3163	23025	49747
3164	23032	49739
3165	23040	49734
3166	23046	49723
3167	23053	49717
3168	23061	49710
3169	23069	49704
3170	23075	49694
3171	23082	49686
3172	23089	49680
3173	23097	49672
3174	23103	49663
3175	23111	49658
3176	23117	49648
3177	23123	49637
3178	23131	49631
3179	23139	49625
3180	23146	49618
3181	23154	49611
3182	23160	49602
3183	23166	49592
3184	23173	49585
3185	23181	49578
3186	23187	49569
3187	23194	49560
3188	23200	49552
3189	23208	49546
3190	23218	49543
3191	23225	49535
3192	23232	49527
3193	23239	49520
3194	23246	49512
3195	23252	49502
3196	23259	49495
3197	23266	49486
3198	23273	49479
3199	23280	49470
3200	23286	49460
3201	23293	49453
3202	23301	49446
3203	23308	49440
3204	23316	49432
3205	23323	49426
3206	23331	49420
3207	23339	49413
3208	23346	49406
3209	23353	49399
3210	23360	49390
3211	23367	49382
3212	23373	49373
3213	23379	49363
3214	23386	49354
3215	23393	49347
3216	23401	49342
3217	23408	49334
3218	23417	49329
3219	23424	49321
3220	23432	49316
3221	23439	49309
3222	23447	49302
3223	23454	49294
3224	23462	49288
3225	23468	49279
3226	23476	49273
3227	23484	49267
3228	23490	49259
