iter	RMSE
135	6076.833759
136	6063.470745
137	6050.143372
138	6036.80683
139	6023.605694
140	6010.342091
141	5997.247953
142	5984.1536
143	5971.136043
144	5958.193305
145	5945.245144
146	5932.395698
147	5919.554246
148	5906.778269
149	5893.974531
150	5881.247821
151	5868.645093
152	5856.091777
153	5843.586122
154	5831.111892
155	5818.706515
156	5806.339904
157	5794.013184
158	5781.735767
159	5769.468854
160	5757.295068
161	5745.161875
162	5733.066509
163	5721.011985
164	5709.007181
165	5697.065699
166	5685.185534
167	5673.20398
168	5661.413605
169	5649.640457
170	5637.932153
171	5626.282212
172	5614.672398
173	5603.119071
174	5591.611198
175	5580.10763
176	5568.659261
177	5557.257191
178	5545.932691
179	5534.472831
180	5523.237766
181	5512.048453
182	5500.90224
183	5489.739087
184	5478.672737
185	5467.662524
186	5456.683503
187	5445.753024
188	5434.874003
189	5424.037694
190	5413.24755
191	5402.491283
192	5391.776095
193	5381.082576
194	5370.447257
195	5359.867474
196	5349.335646
197	5340.81983
198	5330.173784
199	5319.752884
200	5309.333259
201	5299.003795
202	5288.602431
203	5278.334687
204	5268.131394
205	5257.973396
206	5247.842258
207	5237.753353
208	5227.635776
209	5217.647936
210	5207.533029
211	5197.539658
212	5187.639438
213	5177.710234
214	5167.904426
215	5158.155054
216	5148.400233
217	5138.735192
218	5129.067693
219	5119.480302
220	5109.899838
221	5100.378613
222	5090.913169
223	5081.366489
224	5071.971454
225	5062.617834
226	5053.250057
227	5043.98126
228	5034.667326
229	5025.44541
230	5016.224608
231	5006.958468
232	4997.882651
233	4988.822214
234	4979.697342
235	4970.662938
236	4961.70568
237	4952.820339
238	4943.972934
239	4935.059252
240	4926.25105
241	4917.502464
242	4908.794661
243	4900.107831
244	4891.46892
245	4882.72522
246	4874.162264
247	4865.506063
248	4856.95696
249	4848.490588
250	4840.081163
251	4831.709241
252	4823.254369
253	4814.955048
254	4806.683643
255	4798.44595
256	4790.203935
257	4783.540063
258	4775.412949
259	4767.321791
260	4759.23332
261	4751.211722
262	4743.144719
263	4735.182187
264	4727.218057
265	4719.311316
266	4711.46282
267	4703.651182
268	4695.872075
269	4688.004454
270	4680.151843
271	4679.661607
272	4671.866947
273	4664.206069
274	4656.574155
275	4648.994196
276	4641.439781
277	4633.931078
278	4626.453021
279	4618.981805
280	4611.566653
281	4604.184888
282	4596.818789
283	4589.4907
284	4582.209511
285	4574.807743
286	4567.538071
287	4560.215209
288	4552.921548
289	4545.659747
290	4538.570947
291	4531.515768
292	4524.456663
293	4517.463004
294	4510.431949
295	4503.450106
296	4496.539814
297	4489.643663
298	4482.794977
299	4475.858103
300	4469.080058
301	4462.194242
302	4455.476969
303	4448.792156
304	4442.030735
305	4435.405425
306	4428.806402
307	4427.388128
308	4420.827559
309	4414.29982
310	4407.715126
311	4401.240017
312	4394.786743
313	4388.368003
314	4381.976486
315	4375.596812
316	4369.164318
317	4362.842347
318	4356.470792
319	4350.231613
320	4343.992028
321	4337.80228
322	4331.610658
323	4325.488184
324	4319.378502
325	4313.22602
326	4307.179298
327	4301.139682
328	4295.064736
329	4289.086316
330	4283.150584
331	4277.245676
332	4271.3328
333	4265.476862
334	4259.548134
335	4253.753151
336	4247.887367
337	4242.14165
338	4236.409598
339	4230.725383
340	4225.064751
341	4219.433709
342	4213.753135
343	4208.142912
344	4202.590208
345	4197.064013
346	4191.47578
347	4185.959151
348	4180.506186
349	4175.064684
350	4169.643252
351	4165.255599
352	4159.905022
353	4154.577821
354	4149.186174
355	4143.7799
356	4138.432892
357	4134.842014
358	4129.630145
359	4124.442464
360	4119.172406
361	4114.017693
362	4108.885507
363	4103.789134
364	4098.699978
365	4093.651664
366	4088.636845
367	4087.859761
368	4082.874912
369	4077.801969
370	4072.779021
371	4071.435087
372	4066.512386
373	4061.618162
374	4056.732326
375	4051.884806
376	4047.069651
377	4042.276401
378	4037.498694
379	4032.751276
380	4028.019161
381	4023.297638
382	4018.61887
383	4013.884155
384	4009.243431
385	4004.623256
386	4000.031933
387	3995.468474
388	3990.919817
389	3986.387099
390	3981.887208
391	3977.408993
392	3972.935579
393	3969.33516
394	3964.917579
395	3961.304349
396	3958.327648
397	3953.964558
398	3949.626978
399	3945.310347
400	3941.000871
401	3936.724944
402	3932.386771
403	3931.135058
404	3926.907542
405	3922.694875
406	3918.494564
407	3914.327685
408	3910.172121
409	3906.039738
410	3901.929654
411	3897.839837
412	3893.72857
413	3889.680122
414	3885.5702
415	3881.530981
416	3877.464776
417	3873.496511
418	3869.544192
419	3865.616431
420	3861.706272
421	3857.817149
422	3853.955467
423	3850.761716
424	3849.700062
425	3847.732521
426	3843.919905
427	3840.126472
428	3836.345087
429	3832.580254
430	3832.330372
431	3828.587285
432	3824.767962
433	3821.044889
434	3817.347992
435	3813.685794
436	3810.04069
437	3806.414425
438	3802.782028
439	3799.193881
440	3795.53745
441	3791.985425
442	3788.451414
443	3784.901118
444	3781.329041
445	3777.812366
446	3774.34828
447	3770.883505
448	3767.458528
449	3764.032552
450	3760.592673
451	3757.219277
452	3756.251196
453	3754.304146
454	3750.882865
455	3747.538889
456	3744.22465
457	3740.9202
458	3737.624598
459	3734.364627
460	3731.115078
461	3727.882445
462	3727.604193
463	3724.326061
464	3721.130534
465	3717.957101
466	3715.855927
467	3712.62516
468	3709.418823
469	3707.871911
470	3704.758471
471	3701.608908
472	3698.507415
473	3695.425574
474	3692.368741
475	3689.341437
476	3686.326173
477	3684.272707
478	3681.285421
479	3678.310824
480	3675.357418
481	3672.410362
482	3671.493506
483	3668.560951
484	3665.650522
485	3662.761761
486	3659.887932
487	3657.024955
488	3654.13854
489	3651.310625
490	3648.491755
491	3645.684278
492	3645.453556
493	3645.069505
494	3642.8689
495	3640.0956
496	3637.337532
497	3634.559394
498	3634.336273
499	3631.59248
500	3628.841251
501	3626.13181
502	3623.443233
503	3620.723768
504	3618.066088
505	3615.422473
506	3612.793384
507	3610.178986
508	3607.572963
509	3604.983756
510	3604.733121
511	3602.155286
512	3599.59491
513	3597.044728
514	3594.455317
515	3591.930348
516	3589.410709
517	3586.843078
518	3586.187197
519	3583.712183
520	3583.503411
521	3581.03087
522	3578.562269
523	3578.34162
524	3575.904918
525	3574.523922
526	3572.103468
527	3569.628507
528	3567.237407
529	3564.832122
530	3562.461137
531	3560.105033
532	3558.893
533	3556.530494
534	3554.206635
535	3551.859694
536	3549.564323
537	3549.374346
538	3547.090225
539	3544.811
540	3544.643997
541	3542.328974
542	3540.081391
543	3538.33584
544	3536.10408
545	3533.889415
546	3532.669567
547	3530.463422
548	3528.279343
549	3528.086643
550	3525.914138
551	3523.707986
552	3521.555707
553	3519.406429
554	3517.282111
555	3515.167624
556	3513.052234
557	3512.87431
558	3512.728072
559	3512.54446
560	3510.451622
561	3508.369029
562	3507.462016
563	3505.393807
564	3503.340395
565	3501.299954
566	3501.128028
567	3500.945081
568	3498.913392
569	3496.895393
570	3494.854477
571	3492.818429
572	3490.829714
573	3490.196578
574	3488.221601
575	3486.261922
576	3486.167163
577	3484.218216
578	3483.228815
579	3481.258043
580	3479.327174
581	3477.414875
582	3477.239861
583	3475.334466
584	3475.21108
585	3473.31694
586	3471.43492
587	3469.563336
588	3469.081411
589	3467.222769
590	3465.374783
591	3463.535797
592	3461.69498
593	3459.877158
594	3458.069054
595	3456.252928
596	3454.437705
597	3452.65375
598	3450.884682
599	3450.714114
600	3450.580673
601	3448.802558
602	3447.049531
603	3445.285753
604	3443.553523
605	3441.832399
606	3441.692952
607	3439.981131
608	3438.277147
609	3436.543605
610	3436.427824
611	3434.742101
612	3433.067947
613	3432.855489
614	3431.187361
615	3429.529338
616	3427.84847
617	3427.719004
618	3426.081294
619	3424.454881
620	3422.822647
621	3421.179127
622	3419.575641
623	3417.984496
624	3416.399608
625	3414.826347
626	3413.259031
627	3412.453713
628	3410.900374
629	3410.77635
630	3410.562319
631	3410.406408
632	3408.861482
633	3407.325796
634	3405.773117
635	3404.25588
636	3402.74682
637	3401.24386
638	3401.089887
639	3399.588408
640	3398.100124
641	3396.609811
642	3396.458151
643	3394.988876
644	3393.529833
645	3392.057709
646	3390.61501
647	3390.457578
648	3389.014192
649	3387.57343
650	3386.1487
651	3384.734844
652	3383.328024
653	3381.931044
654	3381.589691
655	3380.203897
656	3378.822705
657	3377.453471
658	3376.087689
659	3374.733001
660	3373.360644
661	3372.020032
662	3370.675299
663	3369.348983
664	3368.020503
665	3367.867493
666	3366.556858
667	3365.224031
668	3363.897026
669	3362.609096
670	3361.304432
671	3360.025804
672	3358.759121
673	3358.561262
674	3357.294208
675	3356.039123
676	3354.790192
677	3353.552685
678	3352.318847
679	3351.092173
680	3350.400067
681	3349.185155
682	3349.087391
683	3347.879949
684	3346.984036
685	3346.029791
686	3344.839311
687	3343.652678
688	3342.473558
689	3341.303706
690	3340.142384
691	3338.982093
692	3337.832054
693	3336.689689
694	3335.552295
695	3334.419218
696	3334.173654
697	3333.047748
698	3331.929909
699	3330.820751
700	3329.718153
701	3328.61445
702	3328.462714
703	3327.370814
704	3326.286126
705	3325.207552
706	3324.135628
707	3323.068897
708	3322.902639
709	3322.785953
710	3321.72291
711	3320.668415
712	3319.617016
713	3318.561796
714	3318.44546
715	3317.408191
716	3316.37665
717	3315.343831
718	3314.323213
719	3313.283985
720	3312.277274
721	3311.257595
722	3310.250011
723	3309.260767
724	3309.142071
725	3308.157324
726	3307.176256
727	3306.200219
728	3305.233597
729	3304.271094
730	3304.119571
731	3303.16153
732	3302.192103
733	3301.238656
734	3301.122164
735	3300.955505
736	3300.014485
737	3299.835141
738	3298.881551
739	3298.709627
740	3297.781854
741	3296.858972
742	3295.940477
743	3295.796334
744	3295.689985
745	3294.775915
746	3293.869692
747	3292.967834
748	3292.069632
749	3291.177489
750	3290.288722
751	3290.020557
752	3289.14058
753	3289.020942
754	3288.146314
755	3287.272734
756	3286.407582
757	3286.187835
758	3285.318911
759	3284.460069
760	3283.605367
761	3282.759707
762	3282.628385
763	3281.783596
764	3280.940083
765	3280.104315
766	3279.277868
767	3278.443714
768	3277.624422
769	3276.812347
770	3276.682474
771	3276.464021
772	3276.353924
773	3276.236317
774	3275.429808
775	3274.621692
776	3273.820686
777	3273.029314
778	3272.241857
779	3272.05491
780	3271.962137
781	3271.179898
782	3270.543287
783	3269.76573
784	3268.995047
785	3268.229929
786	3268.072306
787	3267.926754
788	3267.16146
789	3266.981175
790	3266.225421
791	3265.852492
792	3265.101851
793	3264.976323
794	3264.813124
795	3264.642876
796	3264.530457
797	3264.430785
798	3263.677311
799	3262.9338
800	3262.827138
801	3262.088347
802	3261.925385
803	3261.193292
804	3261.075216
805	3260.339638
806	3260.219512
807	3259.494348
808	3259.400361
809	3258.678465
810	3257.958791
811	3257.246068
812	3257.164997
813	3257.053217
814	3256.34318
815	3255.637373
816	3254.936332
817	3254.241495
818	3253.549314
819	3252.858888
820	3252.171629
821	3252.038124
822	3251.929938
823	3251.247593
824	3250.568862
825	3250.490219
826	3249.817015
827	3249.703449
828	3249.03445
829	3248.369099
830	3248.250839
831	3247.589686
832	3246.933971
833	3246.798664
834	3246.670873
835	3246.504926
836	3245.847261
837	3245.724519
838	3245.538638
839	3244.888431
840	3244.772657
841	3244.661565
842	3244.006668
843	3243.870336
844	3243.222532
845	3242.583997
846	3242.417527
847	3241.781649
848	3241.150928
849	3241.044186
850	3240.418676
851	3240.204463
852	3239.578568
853	3238.958375
854	3238.343693
855	3237.730496
856	3237.624764
857	3236.99274
858	3236.332508
859	3235.730066
860	3235.131654
861	3234.460273
862	3233.848139
863	3233.258914
864	3233.173342
865	3233.097158
866	3232.97842
867	3232.777009
868	3232.27934
869	3231.698919
870	3231.118558
871	3230.538846
872	3230.355065
873	3230.237144
874	3229.663598
875	3229.579261
876	3229.009198
877	3228.444792
878	3227.884402
879	3227.776575
880	3227.622053
881	3227.043547
882	3226.486563
883	3225.932595
884	3225.730295
885	3225.182595
886	3224.533009
887	3223.988495
888	3223.444935
889	3222.907525
890	3222.373267
891	3221.843501
892	3221.736819
893	3221.208837
894	3220.683716
895	3220.161619
896	3219.643184
897	3219.127188
898	3218.612576
899	3218.102404
900	3217.595261
901	3217.094064
902	3216.594509
903	3216.0976
904	3215.605163
905	3215.114334
906	3214.621939
907	3214.135613
908	3214.029777
909	3213.546896
910	3213.424747
911	3212.940619
912	3212.777141
913	3212.301801
914	3212.156237
915	3211.681908
916	3211.210589
917	3210.742622
918	3210.276781
919	3210.170629
920	3209.702708
921	3209.240911
922	3208.782416
923	3208.327468
924	3207.875476
925	3207.425269
926	3206.978198
927	3206.874652
928	3206.765872
929	3206.321923
930	3205.880561
931	3205.442896
932	3205.005183
933	3204.572087
934	3204.140418
935	3203.71176
936	3203.285645
937	3202.863182
938	3202.442722
939	3202.239745
940	3201.822913
941	3201.340378
942	3201.276399
943	3201.15797
944	3200.743478
945	3200.332279
946	3199.92324
947	3199.514259
948	3199.103988
949	3198.702604
950	3198.303912
951	3197.906324
952	3197.510936
953	3197.118973
954	3197.016465
955	3196.624693
956	3196.318105
957	3195.930288
958	3195.545042
959	3195.160118
960	3195.015923
961	3194.6335
962	3194.254576
963	3193.878829
964	3193.505098
965	3193.130968
966	3192.761147
967	3192.39247
968	3192.02592
969	3191.663274
970	3191.301862
971	3191.130692
972	3190.770862
973	3190.546505
974	3190.188427
975	3189.832826
976	3189.4808
977	3189.389714
978	3189.038689
979	3188.68898
980	3188.342159
981	3188.149003
982	3187.804093
983	3187.702409
984	3187.534881
985	3187.192106
986	3186.851503
987	3186.664195
988	3186.487638
989	3186.149152
990	3185.812879
991	3185.476975
992	3185.144336
993	3184.814222
994	3184.48478
995	3184.156555
996	3183.971314
997	3183.646244
998	3183.322419
999	3182.970909
1000	3182.653054
1001	3182.520456
1002	3182.401937
1003	3182.297393
1004	3181.981091
1005	3181.666708
1006	3181.354229
1007	3181.180273
1008	3180.870099
1009	3180.561575
1010	3180.356737
1011	3180.049331
1012	3179.881428
1013	3179.576456
1014	3179.272152
1015	3178.971364
1016	3178.868695
1017	3178.569402
1018	3178.405577
1019	3178.10891
1020	3177.843283
1021	3177.547325
1022	3177.372839
1023	3177.218964
1024	3177.118257
1025	3176.824819
1026	3176.530892
1027	3176.419536
1028	3176.301933
1029	3176.099429
1030	3175.808734
1031	3175.702968
1032	3175.414327
1033	3175.12743
1034	3175.022106
1035	3174.872657
1036	3174.587486
1037	3174.303692
1038	3174.022139
1039	3173.742416
1040	3173.463176
1041	3173.362632
1042	3173.085888
1043	3172.811032
1044	3172.710173
1045	3172.434435
1046	3172.162428
1047	3172.063174
1048	3171.792423
1049	3171.523499
1050	3171.260697
1051	3170.993721
1052	3170.72847
1053	3170.553861
1054	3170.290012
1055	3170.027913
1056	3169.767989
1057	3169.654431
1058	3169.555803
1059	3169.296214
1060	3169.166376
1061	3168.908492
1062	3168.653505
1063	3168.399887
1064	3168.301762
1065	3168.204292
1066	3167.951603
1067	3167.700951
1068	3167.450849
1069	3167.17873
1070	3167.064411
1071	3166.816892
1072	3166.571112
1073	3166.462506
1074	3166.216694
1075	3165.973436
1076	3165.711297
1077	3165.469813
1078	3165.355447
1079	3165.115085
1080	3165.033915
1081	3164.796609
1082	3164.557977
1083	3164.320652
1084	3164.084885
1085	3163.849253
1086	3163.742096
1087	3163.50866
1088	3163.408655
1089	3163.177022
1090	3163.059111
1091	3162.962211
1092	3162.731278
1093	3162.502281
1094	3162.274547
1095	3162.172353
1096	3162.04095
1097	3161.751953
1098	3161.527564
1099	3161.421596
1100	3161.198521
1101	3160.877285
1102	3160.680337
1103	3160.460128
1104	3160.240037
1105	3160.021596
1106	3159.804293
1107	3159.58844
1108	3159.475348
1109	3159.261194
1110	3159.048562
1111	3158.836685
1112	3158.6249
1113	3158.318792
1114	3158.139451
1115	3157.931948
1116	3157.72551
1117	3157.520364
1118	3157.315887
1119	3157.112866
1120	3156.911214
1121	3156.801922
1122	3156.398596
1123	3156.198637
1124	3156.00012
1125	3155.888144
1126	3155.79198
1127	3155.594345
1128	3155.396942
1129	3155.013773
1130	3154.818445
1131	3154.624284
1132	3154.430974
1133	3154.319639
1134	3154.101102
1135	3153.924963
1136	3153.732908
1137	3153.477303
1138	3153.286371
1139	3153.09596
1140	3152.906332
1141	3152.71906
1142	3152.531935
1143	3152.436199
1144	3152.32721
1145	3152.142192
1146	3152.03378
1147	3151.849781
1148	3151.747956
1149	3151.564903
1150	3151.187172
1151	3151.005481
1152	3150.874186
1153	3150.767031
1154	3150.58644
1155	3150.406074
1156	3150.227251
1157	3150.095623
1158	3149.917866
1159	3149.741119
1160	3149.565697
1161	3149.390449
1162	3149.216697
1163	3149.108773
1164	3148.935872
1165	3148.562609
1166	3148.391192
1167	3148.289943
1168	3148.119819
1169	3147.872641
1170	3147.76621
1171	3147.597011
1172	3147.428873
1173	3147.261127
1174	3147.165675
1175	3146.923854
1176	3146.757464
1177	3146.591946
1178	3146.497047
1179	3146.397053
1180	3146.232765
1181	3146.127644
1182	3146.021308
1183	3145.915725
1184	3145.752359
1185	3145.589909
1186	3145.484853
1187	3145.323532
1188	3145.150901
1189	3144.994461
1190	3144.833843
1191	3144.674495
1192	3144.516118
1193	3144.358281
1194	3144.21185
1195	3144.055339
1196	3143.899697
1197	3143.664853
1198	3143.565295
1199	3143.410537
1200	3143.256818
1201	3143.16289
1202	3143.009949
1203	3142.857935
1204	3142.70698
1205	3142.556834
1206	3142.453896
1207	3142.219476
1208	3142.069993
1209	3141.921504
1210	3141.774109
1211	3141.66935
1212	3141.570218
1213	3141.423636
1214	3141.277503
1215	3141.050337
1216	3140.948316
1217	3140.905173
1218	3140.76037
1219	3140.616354
1220	3140.473071
1221	3140.330776
1222	3140.237108
1223	3140.14436
1224	3139.943876
1225	3139.842933
1226	3139.742473
1227	3139.60113
1228	3139.502564
1229	3139.362068
1230	3139.200574
1231	3139.102637
1232	3138.962958
1233	3138.823875
1234	3138.48704
1235	3138.28818
1236	3138.149915
1237	3138.012504
1238	3137.876077
1239	3137.740225
1240	3137.642924
1241	3137.258016
1242	3137.158383
1243	3137.023712
1244	3136.826493
1245	3136.734615
1246	3136.600713
1247	3136.467708
1248	3136.332113
1249	3136.240468
1250	3136.108278
1251	3135.976698
1252	3135.885934
1253	3135.755293
1254	3135.658771
1255	3135.555055
1256	3135.458934
1257	3135.36362
1258	3135.233127
1259	3135.142603
1260	3135.043626
1261	3134.88863
1262	3134.733986
1263	3134.604902
1264	3134.476568
1265	3134.348941
1266	3134.255497
1267	3134.059831
1268	3133.865732
1269	3133.713723
1270	3133.586914
1271	3133.460925
1272	3133.351065
1273	3133.225365
1274	3133.032768
1275	3132.841851
1276	3132.652494
1277	3132.554308
1278	3132.428869
1279	3132.269518
1280	3132.145658
1281	3131.957863
1282	3131.771596
1283	3131.673042
1284	3131.549911
1285	3131.427414
1286	3131.340176
1287	3131.218281
1288	3131.097328
1289	3130.751755
1290	3130.631431
1291	3130.511942
1292	3130.364447
1293	3130.266585
1294	3129.904835
1295	3129.719108
1296	3129.5039
1297	3129.319025
1298	3129.200402
1299	3129.0984
1300	3128.953138
1301	3128.835396
1302	3128.65201
1303	3128.345166
1304	3128.163248
1305	3128.019959
1306	3127.878582
1307	3127.761449
1308	3127.667715
1309	3127.559861
1310	3127.443438
1311	3127.262987
1312	3127.14728
1313	3127.050718
1314	3126.935715
1315	3126.821411
1316	3126.642356
1317	3126.464783
1318	3126.367296
1319	3126.266134
1320	3126.090654
1321	3125.976931
1322	3125.863927
1323	3125.751252
1324	3125.639273
1325	3125.49982
1326	3125.38885
1327	3125.278488
1328	3125.168482
1329	3125.05949
1330	3124.951136
1331	3124.842647
1332	3124.481286
1333	3124.297939
1334	3124.123781
1335	3124.016763
1336	3123.919929
1337	3123.82728
1338	3123.680444
1339	3123.323592
1340	3123.220066
1341	3123.124649
1342	3122.946739
1343	3122.840774
1344	3122.735773
1345	3122.554684
1346	3122.38593
1347	3122.294427
1348	3122.189686
1349	3122.010153
1350	3121.913929
1351	3121.819914
1352	3121.645449
1353	3121.359808
1354	3121.255655
1355	3121.15249
1356	3121.058951
1357	3120.959758
1358	3120.609383
1359	3120.505276
1360	3120.401808
1361	3120.30624
1362	3120.203638
1363	3120.031457
1364	3119.860659
1365	3119.758652
1366	3119.661369
1367	3119.559964
1368	3119.459185
1369	3119.35899
1370	3119.266201
1371	3119.097352
1372	3118.925818
1373	3118.833502
1374	3118.689956
1375	3118.590361
1376	3118.265584
1377	3118.16619
1378	3118.0327
1379	3117.862809
1380	3117.778979
1381	3117.680364
1382	3117.512828
1383	3117.413901
1384	3117.315611
1385	3117.149402
1386	3116.984518
1387	3116.657537
1388	3116.565847
1389	3116.455017
1390	3116.357488
1391	3116.225381
1392	3116.1284
1393	3116.032002
1394	3115.936184
1395	3115.825281
1396	3115.730035
1397	3115.635362
1398	3115.551996
1399	3115.273656
1400	3115.179558
1401	3115.086009
1402	3114.976922
1403	3114.886259
1404	3114.784122
1405	3114.482725
1406	3114.387683
1407	3114.297624
1408	3114.133956
1409	3113.959057
1410	3113.858328
1411	3113.761709
1412	3113.667958
1413	3113.50617
1414	3113.413246
1415	3113.318865
1416	3113.226483
1417	3113.09221
1418	3112.952963
1419	3112.792448
1420	3112.700628
1421	3112.567578
1422	3112.457381
1423	3112.363485
1424	3112.242005
1425	3112.142731
1426	3112.051443
1427	3111.924273
1428	3111.812991
1429	3111.675973
1430	3111.570402
1431	3111.480902
1432	3111.418312
1433	3111.288504
1434	3111.195843
1435	3111.050094
1436	3110.921471
1437	3110.830695
1438	3110.497282
1439	3110.386578
1440	3110.296681
1441	3110.15863
1442	3110.075723
1443	3109.980323
1444	3109.870834
1445	3109.733468
1446	3109.606071
1447	3109.29597
1448	3109.136689
1449	3109.047756
1450	3108.904773
1451	3108.760655
1452	3108.433541
1453	3108.324867
1454	3108.197916
1455	3108.090294
1456	3107.955859
1457	3107.866903
1458	3107.772185
1459	3107.606239
1460	3107.509684
1461	3107.185951
1462	3107.092471
1463	3106.967524
1464	3106.837105
1465	3106.748724
1466	3106.624874
1467	3106.532036
1468	3106.398855
1469	3106.292636
1470	3106.12739
1471	3106.070108
1472	3105.977906
1473	3105.657168
1474	3105.524474
1475	3105.4022
1476	3105.314353
1477	3105.185366
1478	3105.097545
1479	3105.005956
1480	3104.914973
1481	3104.771401
1482	3104.684071
1483	3104.603562
1484	3104.512096
1485	3104.38455
1486	3104.302073
1487	3104.215253
1488	3104.125006
1489	3103.933025
1490	3103.807501
1491	3103.720235
1492	3103.63447
1493	3103.544495
1494	3103.458206
1495	3103.300676
1496	3103.176147
1497	3103.014162
1498	3102.927973
1499	3102.804231
1500	3102.64474
1501	3102.541317
1502	3102.431637
1503	3102.345839
1504	3102.237288
1505	3102.152021
1506	3102.025846
1507	3101.941085
1508	3101.625227
1509	3101.504412
1510	3101.37398
1511	3101.253427
1512	3101.144435
1513	3100.831581
1514	3100.711931
1515	3100.622501
1516	3100.533776
1517	3100.415071
1518	3100.333037
1519	3100.249362
1520	3100.163686
1521	3100.080507
1522	3099.992191
1523	3099.835773
1524	3099.75066
1525	3099.642375
1526	3099.537737
1527	3099.455067
1528	3099.373526
1529	3099.268124
1530	3099.173818
1531	3099.055946
1532	3098.973758
1533	3098.89488
1534	3098.770838
1535	3098.689133
1536	3098.607919
1537	3098.499557
1538	3098.392066
1539	3098.284403
1540	3098.175823
1541	3098.068868
1542	3097.988157
1543	3097.881873
1544	3097.798587
1545	3097.657932
1546	3097.532316
1547	3097.447728
1548	3097.328764
1549	3097.195532
1550	3097.115288
1551	3097.009265
1552	3096.929511
1553	3096.850243
1554	3096.725906
1555	3096.647111
1556	3096.56879
1557	3096.383969
1558	3096.265984
1559	3095.959119
1560	3095.65522
1561	3095.574814
1562	3095.380818
1563	3095.254639
1564	3095.177316
1565	3095.093247
1566	3095.016387
1567	3094.924133
1568	3094.74117
1569	3094.627301
1570	3094.511584
1571	3094.396941
1572	3094.291574
1573	3094.215171
1574	3094.11053
1575	3093.810171
1576	3093.734508
1577	3093.578197
1578	3093.472325
1579	3093.175047
1580	3093.061238
1581	3092.986297
1582	3092.898409
1583	3092.530548
1584	3092.443224
1585	3092.317994
1586	3092.231236
1587	3092.133147
1588	3092.058632
1589	3091.98456
1590	3091.865415
1591	3091.791787
1592	3091.68658
1593	3091.605486
1594	3091.481542
1595	3091.375715
1596	3091.236592
1597	3091.153495
1598	3091.080307
1599	3090.963683
1600	3090.877464
1601	3090.80471
1602	3090.732393
1603	3090.640715
1604	3090.535523
1605	3090.422539
1606	3090.350649
1607	3090.268082
1608	3090.182411
1609	3090.069017
1610	3089.776371
1611	3089.705156
1612	3089.614119
1613	3089.543329
1614	3089.438797
1615	3089.285127
1616	3089.214755
1617	3089.1026
1618	3088.985118
1619	3088.915154
1620	3088.845617
1621	3088.776499
1622	3088.543077
1623	3088.390905
1624	3088.301753
1625	3088.186321
1626	3088.105217
1627	3088.036496
1628	3087.946075
1629	3087.803854
1630	3087.436507
1631	3087.325816
1632	3087.221866
1633	3087.1179
1634	3087.038688
1635	3086.970371
1636	3086.880585
1637	3086.799979
1638	3086.488879
1639	3086.418192
1640	3086.301788
1641	3086.216575
1642	3086.113271
1643	3086.045752
1644	3085.965661
1645	3085.89854
1646	3085.782657
1647	3085.633798
1648	3085.567075
1649	3085.464426
1650	3085.103641
1651	3085.00646
1652	3084.71907
1653	3084.571703
1654	3084.469654
1655	3084.35681
1656	3084.246876
1657	3084.157673
1658	3084.069121
1659	3083.784442
1660	3083.718544
1661	3083.639864
1662	3083.544564
1663	3083.429736
1664	3083.364224
